Bigram,Frequency
CONNECTICUT CHAPTER,12
TECH UNIVERSITY,12
XI TAU,12
XI SIGMA,12
NU MU,12
KAPPA PI,12
RHO PI,12
CALIFORNIA ALPHA,12
BOSTON ALUMNAE,11
PAD PRE,11
METHODIST UNIVERSITY,11
NU PI,11
XI OMICRON,11
AR ALPHA,11
WA ALPHA,11
CITY ALUMNI,11
FRATERNITY BOSTON,11
ARKANSAS ALUMNAE,11
OMICRON RHO,11
TEXAS STATE,11
KS ALPHA,11
UNIVERSITY ALABAMA,11
METRO ALUMNAE,11
NY ALUMNAE,11
FRATERNITY OREGON,11
UPSILON EPSILON,11
NU PHI,11
TEXAS UNIVERSITY,11
FRATERNITY SEATTLE,11
INTERNATIONAL NJ,11
AUBURN UNIVERSITY,11
XI NU,11
STATE UNI,11
FRATERNITY LAFAYETTE,11
PI DELTA,11
INCORPORATED BETA,11
FRATERNITY PITTSBURGH,11
INTERNATIONAL CHAPTER,11
TAU ETA,11
CINCINNATI ALUMNAE,11
SIGMA THELA,11
LAMBDA CORPORATION,11
FLORIDA ALUMNAE,11
COUNCIL NU,11
IA ALPHA,11
MU UPSILON,11
OMEGA INTERNATIONAL,11
LOUISIANA BETA,11
ST PETERSBURG,11
INC NEVADA,11
UPSILON BETA,11
GAMMA CORPORATION,11
FRATERNITY GRAND,11
RHO ETA,11
OMICRON BETA,11
INC RHODE,11
SOUTH FLORIDA,11
UNIVERSITY PAD,11
NEW ENGLAND,11
AZ ALPHA,11
FRATERNITY TULSA,11
CAROLINA UNIVERSITY,11
MU IOTA,11
FLORIDA STATE,11
WV ALPHA,11
PSI INC,11
INTERNATIONAL KY,11
FRATERNITY LAKE,11
THELA TAU,11
LA ALUMNAE,11
XI PSI,11
INTERNATIONAL MD,11
WI ALPHA,11
GEORGIA GAMMA,11
FRATERNITY MINNESOTA,11
EL PASO,11
FRATERNITY CINCINNATI,11
UNIVERSITY NEBRASKA,11
RHO PSI,11
TAU IOTA,11
PURDUE UNIVERSITY,11
INTERNATIONAL WI,11
NU UPSILON,11
OHIO ALUMNAE,11
OREGON CHAPTER,11
OMEGA NATIONAL,11
MISSOURI BETA,11
NU IOTA,11
ALUMNAE CHAPT,11
RAPIDS ALUMNAE,11
INC CA,11
MU THETA,10
ILLINOIS BETA,10
UNIV CA,10
OMICRON PSI,10
INTERNATIONAL HI,10
SORORITY NEW,10
FRATERNITY AUSTIN,10
ATLANTA ALUMNAE,10
FL CHAPTER,10
KS BETA,10
ASSOCIATION ALPHA,10
THETA CHAPT,10
TULSA ALUMNAE,10
OMICRON LAMBDA,10
KANSAS CHAPTER,10
LITTLE ROCK,10
CORPORATION CHI,10
KAPPA TEXAS,10
GEORGIA SOUTHERN,10
BAY AREA,10
CHAPTER AL,10
UPSILON GAMMA,10
ALPHA DISTRICT,10
UPSILON CHAP,10
VIRGINIA ZETA,10
PSI MU,10
OMICRON IOTA,10
WISCONSIN CHAPTER,10
LOUISVILLE ALUMNAE,10
OK BETA,10
BETA ALUMNI,10
CALIF STATE,10
HOME ASSOCIATION,10
BETA CORPORATION,10
SOCIETY AR,10
FRATERNITY PHILADELPHIA,10
CHAPTER MS,10
ALPHA ALUMNI,10
ALABAMA ALPHA,10
INTERNATIONAL AZ,10
ANN ARBOR,10
FRATERNITY JACKSON,10
XI IOTA,10
CHI MEDICAL,10
DES MOINES,10
MO ALUMNAE,10
DENVER ALUMNAE,10
SOCIETY INC,10
FRATERNITY DENVER,10
ALPHA CORPORATION,10
GRADUATE WOMENS,10
WOMENS SCIENTIFIC,10
MICHIGAN GAMMA,10
FRATERNITY COLUMBIA,10
CORP DELTA,10
CHI BETA,10
SCIENTIFIC FRAT,10
FRATERNITY ARIZONA,10
SORORITY VIRGINIA,10
PHI CORPORATION,10
UNIV NORTH,10
NASHVILLE ALUMNAE,10
XI GAMMA,10
YORK CITY,10
CHI PI,10
SOCIETY NEW,10
RHO EPSILON,10
KENTUCKY CHAPTER,10
TAU RHO,10
TAU MU,10
CHAPTER OHIO,10
UPSILON ALPHA,10
TAU UPSILON,10
MISSISSIPPI STATE,10
TAU OMICRON,10
LAMBDA HOUSE,10
INDIANA GAMMA,10
CORPUS CHRISTI,10
TWIN CITIES,10
WICHITA ALUMNAE,10
TAU PI,10
PSI GAMMA,10
PALM BEACH,10
RHO ALPHA,10
UPSILON HOUSE,10
FRATERNITY WEST,10
FRATERNITY TENNESSEE,10
SERVICE FRATERNITY,10
OMICRON UPSILON,10
SALT LAKE,10
MU KAPPA,10
RHO BETA,10
SIGMA ALUMNI,10
OMEGA PI,10
WASHINGTON DC,10
SORORITY CHICAGO,10
PSI LAMBDA,10
PSI EPSILON,10
DELTA CHAPT,10
DELTA UNIV,10
XI MU,10
INC WESTERN,10
OMICRON EPSILON,10
DIEGO ALUMNAE,10
SOUTHERN CALIFORNIA,10
SIGMA UPSILON,10
UNIV PAD,10
WOMEN TECHNICAL,10
INTERNATIONAL CO,10
XI EPSILON,10
CHI XI,10
INC VERMONT,10
KAPPA WOMEN,10
MIAMI ALUMNAE,9
SORORITY CENTRAL,9
CASE WESTERN,9
LAFAYETTE ALUMNAE,9
SOCIETY CO,9
UPSILON CHI,9
FRATERNITY JOHN,9
CHAPTER TEXAS,9
FRATERNITY CONNECTICUT,9
RHO CORPORATION,9
KAPPA DENTAL,9
FRATERNITY TAMPA,9
SPRINGS ALUMNAE,9
WEST SUBURBAN,9
KY ALPHA,9
INTERNATIONAL CHI,9
PHI ETA,9
IA BETA,9
MISSISSIPPI CHAPTER,9
MURRAY STATE,9
PHI PSI,9
TUCSON ALUMNAE,9
INTERNATIONAL ND,9
INTERNATIONAL DENTAL,9
LINCOLN ALUMNAE,9
INTERNATIONAL NE,9
VALLEY STATE,9
ACTIVE CHAPTER,9
UNIVERSITY CALIFORNIA,9
CAROLINA FIDELIS,9
INC UNIV,9
FRATERNITY KENTUCKY,9
RHO MU,9
ASSOCIATION INCORPORATED,9
GTU KAPPA,9
CHI MU,9
AR BETA,9
FELLOWSHIP UNIVERSITY,9
INC GROUP,9
BLDG CORP,9
CHARLOTTE ALUMNAE,9
CORPORATION EPSILON,9
FRATERNITY DETROIT,9
INTERNATIONAL MT,9
MICHIGAN STATE,9
TENNESSEE BETA,9
DENTAL FRATERNITY,9
GTU ETA,9
GTU ZETA,9
SIGMA ETA,9
SERVICES INC,9
ILLINOIS STATE,9
MINNESOTA STATE,9
KNOXVILLE ALUMNAE,9
CHAPTER NC,9
OMICRON XI,9
NU GAMMA,9
EDUCATION FOUNDATION,9
BETA SOROITY,9
UNIVERSITY SAN,9
UNIVERSITY MINNESOTA,9
OMEGA ALPHA,9
OMICRON TAU,9
INC HOUSTON,9
ALPHA HOUSING,9
INC ROCHESTER,9
INDIANA BETA,9
OMAHA ALUMNAE,9
LOUISIANA CHAPTER,9
FRATERNITY LOUISIANA,9
OMICRON MU,9
INSTITUTE TECHNOLOGY,9
UNIVERSITY HOUSTON,9
CHI NU,9
DELTA NEW,9
INC COLUMBUS,9
RHO PHI,9
BETA ALUMNAE,9
AUSTIN ALUMNAE,9
BALTIMORE ALUMNAE,9
ORLEANS ALUMNAE,9
UNIVERSITY DELAWARE,9
FRATERNITY LINCOLN,9
FRATERNITY HUNTSVILLE,9
AR ALUMNAE,9
PSYCHOLOGY OHIO,9
TAU XI,9
ROUGE ALUMNAE,9
GAMMA INC,9
TAU PSI,9
CHI SORORITY,9
EPSILON COUNCIL,9
PSYCHOLOGY SOUTHERN,9
TAU CORPORATION,9
INLAND EMPIRE,9
ASSOCIATION THETA,9
COUNCIL PHI,9
SOUTH BAY,9
PENNSYLVANIA STATE,9
HOUSE ASSN,9
CLUB INC,9
UNIVERSITY WEST,9
OMICRON ETA,9
SOCIETY WA,9
INC CLEVELAND,9
FRATERNITY ROCHESTER,9
ASSOCIATION CHI,9
CHICAGO ALUMNAE,9
INDIANA ZETA,9
DAKOTA CHAPTER,9
CORPORATION THETA,9
CITIES ALUMNAE,9
EAST BAY,9
HOUSE ASSOC,9
ASSOCIATION PHI,9
PSI CORPORATION,9
RHO SOROITY,9
RHO NU,9
CORPORATION LAMBDA,9
FRATERNITY MEMPHIS,9
MEMPHIS ALUMNAE,9
TX ALUM,8
WAYNE STATE,8
CENTRAL ARKANSAS,8
UPSILON PI,8
INC EAST,8
SIGMA CHAPT,8
UPSILON TAU,8
OHIO UNIVERSITY,8
CHP UN,8
PSYCHOLOGY ST,8
UPSILON CHAPT,8
OHIO THETA,8
INTERNATIONAL MN,8
INC FORT,8
PHI FOUNDATION,8
ST JOHNS,8
CORPORATION BETA,8
FRATERNITY NEBRASKA,8
ECONOMICS INC,8
CHI HOUSING,8
PALO ALTO,8
KAPPA CORPORATION,8
ROCHESTER ALUMNAE,8
INTERNATIONAL CT,8
UPSILON ETA,8
WA BETA,8
CHAPTER HOUSING,8
OMEGA BUILDING,8
EPSILON UNIVERSITY,8
OHIO BETA,8
FLORIDA ALPHA,8
NU DISTRICT,8
TAU NU,8
SOCIETY ECONOMICS,8
EPSILON CHAPT,8
WASHINGTON BETA,8
ALUMNAE CHPTR,8
SORORITY NORTH,8
RHO HOUSE,8
FRATERNITY PORTLAND,8
OLD DOMINION,8
CHAPTER NE,8
FRATERNITY ATHENS,8
DAYTON ALUMNAE,8
SOCIETY MT,8
ALABAMA GAMMA,8
PHOENIX ALUMNAE,8
INTERNATIONAL WY,8
JAMES MADISON,8
NJ ALUMNAE,8
SOCIETY NV,8
ZETA ALUMNI,8
TERRE HAUTE,8
NU PSI,8
CORP ALPHA,8
PROFESSIONAL CHAPTER,8
NU KAPPA,8
PSYCHOLOGY SAINT,8
XI PI,8
EPSILON BUILDING,8
UNIVERSITY N,8
MISSOURI ALPHA,8
ST UNIVERSITY,8
PI BUILDING,8
VIRGINIA STATE,8
GAMMA ALUMNI,8
DISTRICT COLUMBIA,8
ALUMNAE CHA,8
TEXAS ALUMNAE,8
ZETA CHAPT,8
UNIV PENNSYLVANIA,8
MEXICO STATE,8
TAU PHI,8
FRATERNITY WISCONSIN,8
UPSILON MU,8
VIRGINIA TECH,8
NE ALPHA,8
RHO ALUMNI,8
UNIVERSITY MICHIGAN,8
OK ALPHA,8
TALLAHASSEE ALUMNAE,8
NORTH TEXAS,8
FRATERNITY BALTIMORE,8
COLORADO CHAPTER,8
CENTRAL MISSOURI,8
INTERNATIONAL PHI,8
FRATERNITY LOUISVILLE,8
FRATERNITY DAYTON,8
TAMPA ALUMNAE,8
PAD PRELAW,8
SANTA BARBARA,8
INC CORPORATION,8
OMICRON HOUSE,8
NC CHAPTER,8
VERMONT CHAPTER,8
MILWAUKEE ALUMNAE,8
GA ALUMNI,8
INC ALUMNI,8
GAMMA CHAPT,8
WORTH ALUMNAE,8
EVANSVILLE ALUMNAE,8
NORTHERN KENTUCKY,8
CHAPTER OH,8
FRATERNITY BIRMINGHAM,8
CHAPT CALIF,8
SAN FERNANDO,8
COLLEGE CHAPTER,8
WESTERN MICHIGAN,8
OMICRON SIGMA,8
GTU BETA,8
INTERNATIONAL UNIVERSITY,8
OMICRON PHI,8
DAKOTA ALPHA,8
FRATERNITY WICHITA,8
VIRGINIA ALPHA,8
NU PGN,8
SEATTLE ALUMNAE,8
OMICRON ALUMNI,8
MD ALUMNAE,8
INDIANA ALPHA,8
SYRACUSE UNIVERSITY,8
ANGELES ALUMNAE,8
SIGMA MEDICAL,8
TAMPA BAY,8
KAPPA CALIFORNIA,8
HOUSE INC,8
TEXAS ETA,8
FRATERNITY OMAHA,7
CLEMSON UNIVERSITY,7
MUNCIE ALUMNAE,7
BETA NATIONAL,7
CENTRAL WASHINGTON,7
UNIVERSITY LOUISIANA,7
ARKANSAS STATE,7
PHI ALUMNI,7
INTERNATIONAL NH,7
KAPPA EPSILION,7
BALL STATE,7
OMEGA CHURCH,7
INTERTNATIONAL CO,7
CAROLINA ZETA,7
KAPPA DISTRICT,7
UNIV CHAPTER,7
TEXAS ALPHA,7
OMICRON DEUTERON,7
GRADUATE WOMEN,7
WOMEN SCIENCE,7
SCIENCE INC,7
ALBUQUERQUE ALUMNAE,7
SOCIETY NJ,7
IL CHAPTER,7
AZ ALUMNAE,7
XI THETA,7
STATE UNIVER,7
OHIO NORTHERN,7
PSI SIGMA,7
DELTA LOUISIANA,7
WESTERN CAROLINA,7
NORTH SHORE,7
PSYCHOLOGY INDIANA,7
MI ALUMNAE,7
UNIVERSITY CHI,7
MISSOURI GAMMA,7
UPSILON RHO,7
UNIVERSITY PENNSYLVANIA,7
JOSE STATE,7
INC ALASKA,7
COUNTY CA,7
UTAH STATE,7
VALDOSTA STATE,7
TECH CHAPTER,7
BAPTIST UNIVERSITY,7
IOWA BETA,7
KAPPA CHAPT,7
METROPOLITAN ALUMNAE,7
FRATERNITY PHOENIX,7
OMEGA FOUNDATION,7
NATIONAL HONORARY,7
TEMPLE UNIVERSITY,7
GTU IOTA,7
GRAND CHAPTER,7
THETA INC,7
FLORIDA GULF,7
UNIVERSITY GEORGIA,7
UPSILON CORPORATION,7
GAMMA DISTRICT,7
TEXAS DELTA,7
INC WICHITA,7
CORPORATION BOARD,7
ELON UNIVERSITY,7
CHAPTER NEW,7
FRATERNITY BLOOMINGTON,7
FLORIDA EPSILON,7
CALIFORNIA LAMBDA,7
INC TULSA,7
SORORITY FORT,7
FRATERNITY INDIANAPOLIS,7
FRATERNITY ARLINGTON,7
NORTHERN ARIZONA,7
DETROIT ALUMNAE,7
UNIVERSITY MISSOURI,7
MD ALPHA,7
KANSAS GAMMA,7
UPSILON DELTA,7
EPSILION COUNCIL,7
NEBRASKA CHAPTER,7
GEORGE MASON,7
OMEGA CHAPT,7
NU CHAPT,7
HOUSTON CHAPTER,7
PHI NU,7
STEPHEN F,7
CAMPUS MINISTRY,7
FOUNDATION INCORPORATED,7
SC BETA,7
OMICRON THETA,7
PUGET SOUND,7
MIAMI UNIVERSITY,7
NEVADA ALUMNAE,7
WESTERN RESERVE,7
TX OMEGA,7
XI ETA,7
FRATERNITY CHARLOTTE,7
MISSISSIPPI GAMMA,7
NU THETA,7
SOCIETY UNIV,7
SANTA CLARA,7
PSI RHO,7
PSI BETA,7
CAROLINA ALPHA,7
CAROLINA ALUMNAE,7
OMICRON DISTRICT,7
PSYCHOLOGY TEXAS,7
DELTA OMICRON,7
SAN MARCOS,7
CORPORATION GAMMA,7
CHAPTER CA,7
DELTA OHIO,7
COLUMBUS ALUMNAE,7
EPSILON CORPORATION,7
WEST ALUMNAE,7
NU ETA,7
CENTRAL NEW,7
OHIO LAMBDA,7
SOUTHERN ILLINOIS,7
KENT STATE,7
RHO CHAPT,7
UNIVERSITY MISSISSIPPI,7
FERNANDO VALLEY,7
INC PORTLAND,7
NORTHERN COLORADO,7
OHIO ETA,7
ASSOCIATION DELTA,7
HOUSE BOARD,7
UNIVERSITY OKLAHOMA,7
FLORIDA FIDELIS,7
DIEGO STATE,7
INC GA,7
BIRMINGHAM ALUMNAE,7
VIRGINIA ETA,7
FRATERNITY DISTRICT,7
UNIVERSITY MASSACHUSETTS,7
FRATERNITY RICHMOND,7
UNIV NC,7
UNIVERSITY NEVADA,7
INC ATLANTA,7
ASSOC INC,7
SAN MATEO,7
TOPEKA ALUMNAE,7
BUTLER UNIVERSITY,7
GREEN STATE,7
RHO THETA,7
INC OH,7
TAU ALUMNI,7
SAE SERVICES,7
HUNTSVILLE ALUMNAE,7
INC EASTERN,7
UNIVERSITY TENNESSEE,7
XI CHAPT,7
OHIO ALPHA,7
LONG ISLAND,7
FRATERNITY LONG,7
CHAPTER FRATERNITY,7
ARIZONA CHAPTER,7
HOUSTON TX,7
ASSOCIATION ZETA,7
FAIRFIELD COUNTY,7
LOUISIANA ALPHA,7
KAPPA INTERNATIONAL,7
OKLAHOMA CHAPTER,7
WEST FLORIDA,7
COLLEGE PAD,7
UNIVERSITY KENTUCKY,7
OMEGA CORPORATION,7
FRATERNITY WILLIAM,7
NORTH CENTRAL,7
NORTH ALABAMA,7
OH CHAPTER,7
CORP KAPPA,7
SAM HOUSTON,7
COM COL,7
XI HOUSE,7
FRATERNITY TUCSON,7
COLORADO GAMMA,7
STATE U,7
PENNSYLVANIA ALPHA,7
CHI KAPPA,7
TUSCALOOSA ALUMNAE,7
CHAPTER MO,7
UNIVERSITY ARKANSAS,7
DC CHAPTER,6
NORMAN ALUMNAE,6
FRATERNITY NORMAN,6
LOUISIANA TECH,6
PSYCHOLOGY EASTERN,6
INC HOUSE,6
KAPPA WESTERN,6
OREGON UNIVERSITY,6
NORTHERN ILLINOIS,6
BRIGHAM YOUNG,6
CENTRAL MICHIGAN,6
PITTSBURGH ALUMNAE,6
RICHMOND ALUMNAE,6
FRATERNITY SYRACUSE,6
FLORIDA INTERNATIONAL,6
PACIFIC UNIVERSITY,6
NATIONAL ORGANIZATION,6
INC LONG,6
UNIV SOUTH,6
CHAPTER GA,6
NEBRASKA GAMMA,6
SORORITY COLUMBIA,6
DELTA INDIANA,6
FRATERNITY TOLEDO,6
INC PA,6
FRATERNITY ALABAMA,6
FRATERNITY TALLAHASSEE,6
FRATERNITY MILWAUKEE,6
OKLAHOMA ALPHA,6
COLORADO DELTA,6
IOTA CHAPT,6
UNIVERSITY KANSAS,6
RHO KAPPA,6
HIGH POINT,6
FRATERNITY LUBBOCK,6
MONTANA STATE,6
FRATERNITY LAS,6
KAPPA EASTERN,6
INC RICHMOND,6
PSI ALPHA,6
PSI ETA,6
CLEVELAND WEST,6
LAKE CHARLES,6
HAWAII CHAPTER,6
SOCIETY EDUCATION,6
PI HONOR,6
DEPAUL UNIVERSITY,6
JACKSON MS,6
CHURCH INC,6
UNIVERSITY MAINE,6
EPSILON INTL,6
INTL HONOR,6
DEPAUW UNIVERSITY,6
INDIANA DELTA,6
CALIFORNIA PHI,6
NICHOLLS STATE,6
BUFFALO ALUMNAE,6
TEXAS XI,6
OMICRON CHAP,6
INCORPORATED NU,6
CAROLINA EPSILON,6
DELTA KAPP,6
KAPP INTERNATIONAL,6
VIRGINIA UNIVERSITY,6
PHI IOTA,6
CONNECTICUT STATE,6
WEBER STATE,6
IDAHO STATE,6
UNIVERSITY ALUMNI,6
MOBILE ALUMNAE,6
FRATERNITY BUFFALO,6
PSI OMICRON,6
GEORGIA ALUMNAE,6
FORT WAYNE,6
XI KAPPA,6
FRATERNITY FRESNO,6
INC SOUTHWEST,6
PRELAW CHAPTER,6
PI DISTRICT,6
CHI CHAPT,6
UNIV N,6
CHI IOTA,6
UPSILON KAPPA,6
UPSILON IOTA,6
AREA CHAPTER,6
ALUMNI CHAP,6
CHI OMICRON,6
INC PHILADELPHIA,6
NORTHERN NEW,6
SAMFORD UNIVERSITY,6
INTERNATIONAL ID,6
CHAPTER AR,6
NORTHWEST ARKANSAS,6
OHIO IOTA,6
XAVIER UNIVERSITY,6
THETA ALUMNI,6
PSYCHOLOGY WESTERN,6
PSYCHOLOGY NORTH,6
CALIFORNIA ETA,6
VIRGINIA EPSILON,6
WESTERN ILLINOIS,6
FRATERNITY MONTGOMERY,6
FRATERNITY NASHVILLE,6
AKRON ALUMNAE,6
SAN ANGELO,6
CHRISTIAN UNIVERSITY,6
CHI FOUNDATION,6
MINISTRIES INC,6
TAU ASSOCIATION,6
OHIO EPSILON,6
MU CHAPT,6
FRATERNITY DECATUR,6
BOSTON UNIVERSITY,6
EPSILON ALUMNI,6
UNIVERSITY MARYLAND,6
PGN DELTA,6
ZETA BUILDING,6
PANHELLENIC ASSOCIATION,6
GA CHAPTER,6
LAWRENCE ALUMNAE,6
KS ALUMNAE,6
PURDUE CHAPTER,6
FRANCISCO ALUMNAE,6
QUINNIPIAC UNIVERSITY,6
POLYTECHNIC INSTITUTE,6
PI CHAPT,6
NORTHWESTERN UNIVERSITY,6
UNIV IOWA,6
LAKE CITY,6
INC DISTRICT,6
PASADENA ALUMNAE,6
BUILDING ASSN,6
CENTRAL UNIVERSITY,6
UNIVERSITY TOLEDO,6
YORK ALUMNAE,6
YORK UNIVERSITY,6
VA CHAPTER,6
AL ALUMNAE,6
MISSISSIPPI ALUMNAE,6
INC MO,6
INC U,6
MOINES ALUMNAE,6
PAUL ALUMNAE,6
FRATERNITY BATON,6
CHAPTER FLORIDA,6
STATE UN,6
UPSILON PSI,6
ALUMNI CLUB,6
IOWA GAMMA,6
GEORGIA TECH,6
LAMBDA CHAPT,6
PI ALUMNI,6
SORORITY UNIV,6
HOUSING INC,6
INC PHOENIX,6
FRATERNITY MOBILE,6
BAY ALUMNI,6
FRATERNITY WILMINGTON,6
INC BOSTON,6
CHAPTER ZETA,6
COUNTY TX,6
INC DALLAS,6
RADFORD UNIVERSITY,6
FRATERNITY NORTHEAST,6
SOUTHEAST MISSOURI,6
INC LAKE,6
ALPHA UNIVERSITY,6
ISLAND CHAPTER,6
CHAPTER BUILDING,6
FRATERNITY MIAMI,6
PHILADELPHIA ALUMNAE,6
ASSOCIATION UNIVERSITY,6
GEORGIA STATE,6
FRATERNITY GAINESVILLE,6
RHO OMICRON,6
ST MARYS,6
SOUTHERN MISSISSIPPI,6
ALPHA SORORITY,6
LEXINGTON ALUMNAE,6
INC IA,6
APPALACHIAN STATE,6
MCNEESE STATE,6
ROCKY MOUNTAIN,6
ILLINOIS UNIV,6
GTU LAMBDA,6
CARDINAL NATIONAL,6
ASSOCIATION BETA,6
BOISE STATE,6
CHAPTER FRAT,6
BUCKNELL UNIVERSITY,6
HOT SPRINGS,6
MAINE CHAPTER,6
PHI TAU,6
FRATERNITY KNOXVILLE,6
INC COLUMBIA,6
PHI BUILDING,6
ETA UNIV,6
SOUTHERN COLLEGE,6
GTU EPSILON,6
WASHINGTON ALPHA,6
FRATERNITY TWIN,6
DRAKE UNIVERSITY,6
UNIVERSITY IDAHO,6
EMPIRE ALUMNAE,6
TENNESSEE DELTA,6
SPOKANE ALUMNAE,6
INC MAINE,6
SAINT LOUIS,6
UNIVERSITY CHICAGO,6
MISSISSIPPI ALPHA,6
TAI CHI,6
RHO XI,6
FRATERNITY WM,6
WICHITA FALLS,6
CAL STATE,5
DELTA PENNSYLVANIA,5
PETERSBURG ALUMNAE,5
PSYCHOLOGY FLORIDA,5
UPSILON ALUMNI,5
SOCEITY ALPHA,5
PRE CHAPTER,5
FRATERNITY SARASOTA,5
HOUSE COMPANY,5
MARYS UNIVERSITY,5
CALIFORNIA EPSILON,5
INTERNATIONAL IOTA,5
FRATERNITY VA,5
COUNCIL CHAPTER,5
CA STATE,5
SOUTH ORANGE,5
UNIV ARKANSAS,5
INC SOUTHEAST,5
FRATERNITY EAST,5
TEXAS AUSTIN,5
VIRGINIA IOTA,5
SORORITY HOUSTON,5
TN STATE,5
CALIFORNIA THETA,5
CHI TAU,5
SOUTH CENTRAL,5
CLEVELAND EAST,5
GEORGE WASHINGTON,5
FRATERNITY MIDLAND,5
NU ALUMNI,5
UNIVERSITY AKRON,5
YOUNGSTOWN ALUMNAE,5
SACRAMENTO ALUMNAE,5
SOUTHEASTERN LOUISIANA,5
WAKE FOREST,5
FRATERNITY TYLER,5
ATHENS GA,5
EASTERN ILLINOIS,5
OMEGA SORORITY,5
FRATERNITY SPOKANE,5
RALEIGH ALUMNAE,5
TECHNICAL STU,5
INC VA,5
BIOLOGICAL HONOR,5
ORGANIZATION ALPHA,5
UNIV SOUTHERN,5
GAINESVILLE ALUMNAE,5
FT SMITH,5
CALIFORNIA DELTA,5
TRIANGLE ALUMNAE,5
FRATERNITY TX,5
PI INC,5
SORORITY JACKSONVILLE,5
CITY AREA,5
FRATERNITY PASADENA,5
PENINSULA ALUMNAE,5
SOUTHERN METHODIST,5
FRATERNITY GREENVILLE,5
MARYLAND GAMMA,5
CORPORATION CHAPTER,5
PROPERTIES INC,5
ST PAUL,5
BRADLEY UNIVERSITY,5
FRATERNITY SACRAMENTO,5
FRATERNITY AKRON,5
CAROLINA THETA,5
MN ALPHA,5
FRATERNITY DES,5
DELTA CALIFORNIA,5
FRATERNITY EVANSVILLE,5
ALABAMA ALUMNAE,5
XI ALUMNAE,5
FRATERNITY PENN,5
FRATERNITY NC,5
NJ CHAPTER,5
INC BLOOMINGTON,5
JERSEY GAMMA,5
FRATERNITY MADISON,5
TAU THETA,5
WASHINGTON UNIV,5
ATLANTA ALUMNI,5
SIGMA BUILDING,5
THETA BUILDING,5
CORP SIGMA,5
TN CHAPTER,5
ZETA CORPORATION,5
SORORITY INTL,5
MISSISSIPPI GULF,5
CAROLINA UPSILON,5
CORP BOARD,5
INC LAFAYETTE,5
PENNSYLVANIA GAMMA,5
COLUMBUS OH,5
FLORIDA DELTA,5
TROY STATE,5
WEST TEXAS,5
CAROLINA LAMBDA,5
FRATERNITY ANN,5
JACKSONVILLE FL,5
CORPORATION ZETA,5
FRATERNITY PALM,5
FRATERNITY LAWRENCE,5
FLORIDA LAMBDA,5
FRATERNITY CHATTANOOGA,5
COLUMBIA ALUMNAE,5
INC NY,5
PHI XI,5
IOTA DISTRICT,5
GEORGIA FIDELIS,5
DELTA COLORADO,5
UNIVERSITY PORTLAND,5
ALUMNAE ASSOCIATI,5
FRATERNITY CORPUS,5
CENTRAL OHIO,5
ARKANSAS CHAPTER,5
COUNTY FL,5
BUILDING CO,5
SORORITY NORTHERN,5
SORORITY ST,5
UNIVERSITY INC,5
EAST ALUMNAE,5
SORORITY DISTRICT,5
PENNSYLVANIA LAMBDA,5
PSI UNIV,5
UNIV FLORIDA,5
INC TOLEDO,5
TOLEDO ALUMNAE,5
SOUTHERN NEW,5
ALUMNI BOARD,5
ALPHA CALIFORNIA,5
UNIVERSITY NY,5
MADISON UNIVERSITY,5
TAU HOUSING,5
COLLEGE NEW,5
FRATERNITY AGR,5
UNIVERSITY WYOMING,5
KAPPA SOUTHERN,5
LUTHERAN UNIVERSITY,5
INC WYOMING,5
CHAPTER EPSILON,5
THETA UNIV,5
HOUSING ASSOCIATION,5
GRAND VALLEY,5
JACKSONVILLE STATE,5
INDIANA STATE,5
YORK DELTA,5
ETA ALUMNAE,5
FRATERNITY TOPEKA,5
ATLANTA GA,5
UTAH ALPHA,5
INTERNATIONAL LAMBDA,5
GAMMA ALUMNAE,5
SOCIETY MN,5
DC ALUMNAE,5
PASO ALUMNAE,5
KAPPA WEST,5
MONTGOMERY COUNTY,5
IA ALUMNAE,5
CAL POLY,5
VIRGINIA SIGMA,5
MARYMOUNT UNIVERSITY,5
UNIVERSITY FLORIDA,5
CHAPTER DISTRICT,5
WASHINGTON GAMMA,5
FRATERNITY JACKSONVILLE,5
CHARLESTON ALUMNAE,5
WEST VIRIGINIA,5
ASSOCIATION SIGMA,5
DELTA ASSOCIATION,5
FRATERNITY J,5
CORNELL CHAPTER,5
NORTH GEORGIA,5
BEACH COUNTY,5
DELTA NORTHERN,5
UNIVERSITY PITTSBURGH,5
DELTA MISSOURI,5
CALIFORNIA XI,5
CORPORATION PI,5
KAPPA FLORIDA,5
AUSTIN PEAY,5
PEAY STATE,5
TRIPLE X,5
X FRATERNITY,5
INC TAMPA,5
FRATERNITY U,5
CHAPTER GTU,5
HAWAII ALUMNAE,5
INC BIRMINGHAM,5
ALPHA NATIONAL,5
BUILDING ASSOC,5
UNIVERSITY CONNECTICUT,5
UNIVERSITY MONTEVALLO,5
MEMORIAL FUND,5
DELTA STATE,5
INC LOS,5
WACO ALUMNAE,5
DELTA HOUSING,5
OREGON BETA,5
LOUISIANA MONROE,5
UNIV LOUISIANA,5
INC MUNCIE,5
ALUMNAE CHPT,5
FRATERNITY BUILDING,5
MU DISTRICT,5
INC JACKSONVILLE,5
INC CHARLOTTE,5
JACKSONVILLE ALUMNAE,5
INC NORTHWEST,5
SORORITY SOUTH,5
INC FL,5
FRATERNITY CHARLESTON,5
CLEVELAND ALUMNAE,5
